Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,12710556.615599519,-42.430985683545664
150,7400019.094276861,-49.55135666337298
250,4888945.278073906,-51.534355975427864
350,3967290.791156725,-59.879046157156296
450,3303392.2809103043,-65.35837995933781
550,2874594.494662298,-70.74675282462194
650,2424825.399388327,-73.22970741483054
750,2062627.0050224687,-71.8487578226467
850,1864195.3850306596,-75.74692936738326
950,1698551.1843306297,-76.29349136819967
1050,1513067.7508972588,-75.91510756635019
