Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,12024371.342856193,-15.534713034933569
150,7659999.108911264,-51.05361837678945
250,5567665.334865532,-61.12341185996907
350,4309492.521017067,-69.42869678371817
450,3506607.223997964,-75.00897361509908
550,3378525.11018986,-80.1400527654101
650,2870904.766048663,-84.23964831581046
750,2530246.430009214,-87.29307822246184
850,2244045.2176620215,-90.87331400043873
950,2049720.5437578852,-92.35586508010077
1050,1872324.3667232643,-94.96538082095218
