Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,22113431.079059165,-13.696968509135827
150,13874318.57010372,-47.177775398808734
250,9741289.28803668,-54.58893072914347
350,7247760.528556706,-58.80434358900997
450,5940664.916203302,-63.449733699539856
550,5333294.807775409,-70.52466452997963
650,4758906.748052376,-78.90330485423776
750,4254682.571529781,-83.99977864647036
850,3733647.8570890357,-87.39326842405794
950,3454775.7402903643,-89.86818737033958
1050,3120967.227082385,-93.21362323852567
