Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3722.9089375872945,-30.985939335329988
150,2708.4562444652597,-28.06904985267622
250,2359.157383244569,-28.654088840069036
350,2187.4451667799603,-30.208250303612765
450,2019.385065285576,-31.11256884051637
550,1920.9682810232828,-32.12962566790002
650,1810.0132032481392,-33.72878850088886
750,1735.0210317050348,-34.885193749476365
850,1655.632678503357,-36.32695153275423
950,1598.2340642245072,-37.33800828192055
1050,1546.8082087221558,-38.52972312257908
