Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13615225.174023557,-39.65992192003228
150,6470685.254725619,-76.66508692727612
250,4012219.870326298,-79.13043855403211
350,2966443.6372571047,-84.0970639577298
450,2350256.972636515,-87.51563737929898
550,1952374.9097946996,-90.1276820520442
650,1643119.1084369416,-92.75633734215526
750,1435103.4235812018,-95.10849116843026
850,1257474.8633979468,-97.37182071573449
950,1150893.6706100898,-98.7982342986037
1050,1044012.104847411,-100.9477569849688
