Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3184398.2399439826,-109.58660002316515
150,161128.78577222663,54.500996025901856
250,83406.26520370369,12.365388783665367
350,79777.56100941404,-5.617301671355935
450,80523.12504553064,-13.854754089827022
550,78142.97295514353,-19.044522036983103
650,73473.97909160187,-23.045656070655333
750,70165.59161838789,-25.700130738204837
850,64999.71606434873,-27.909044237492807
950,63334.99042320091,-28.896109506347763
1050,61564.97786559316,-32.87841727482903
