Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,1626652.8946664738,24.35178128842506
150,821102.4900606193,-2.2491443806893407
250,1402419.7325997853,-10.874861416757787
350,1173061.6244807001,-28.838417920850684
450,684761.0782685105,-47.14363929192681
550,346833.7551914069,-72.67672519344688
650,73168.98686876912,-82.18916931235766
750,78207.2492716045,39.08797918302456
850,172636.27194371936,19.855808761704548
950,241780.3873441825,-1.9881285304168586
1050,328382.7829525846,-17.498973288612287
