Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3977661.912025213,-20.11863287019286
150,181477.35567576365,-152.7101769404061
250,45507.028814238816,-1.930522053562889
350,92396.22142941388,165.2125557616633
450,130650.13481465512,-122.8549999027964
550,39417.88136340885,43.27396742561367
650,47761.003247016146,124.19983723149333
750,23022.057172665583,99.60443121825193
850,33927.13580552515,-116.25972975215186
950,20745.764601915653,-141.7385500737013
1050,22459.408519341847,-47.200120295220714
