Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,32386.860331282503,-171.79460945023166
150,1712.8364182651337,19.620166905201682
250,1523.1215044129808,-5.140591467586607
350,1218.4862771334515,2.132585881559562
450,1485.6706014376398,3.127432597329988
550,1447.626497185586,-2.072323817522177
650,1404.1492255449573,2.452470672104364
750,1507.007424704464,1.0739561897559
850,1494.7203960573167,0.41840793413159155
950,1529.6002228934453,0.4455754715773043
1050,1514.884072590955,-0.5115306169102123
