Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10180610.163577981,-20.773566533107687
150,7411603.9931321535,-40.03048773470073
250,5519710.53413089,-52.01539849333666
350,4376505.805151017,-62.05110338107552
450,4091955.3711832524,-69.33923895539543
550,3482892.091508731,-74.17665478622352
650,2966129.286447512,-78.3493054253844
750,2594499.7434226517,-81.18792761958785
850,2309568.4449574295,-85.90706376774362
950,2139071.7798514203,-88.04263028067717
1050,1931316.35528155,-90.59575434226045
