Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,32357.13128072172,-85.77016765909401
150,1959.9983735902033,-34.37610104919174
250,1714.4641748847675,-32.237182220978276
350,1577.7552477023512,-30.313312405068704
450,1508.3269244523428,-32.244609105518144
550,1346.8975620561123,-32.05959601682361
650,1270.204059716443,-34.07818692305843
750,1237.9383076098559,-35.6930998716011
850,1177.010121469582,-36.11728920154371
950,1193.210246668071,-36.81638369780306
1050,1123.5980416727937,-38.49803209983972
