Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,5198659.4504613755,-71.57645817539168
150,590866.6210292474,25.623715482387
250,314775.2143084347,-22.93569125967092
350,322498.21555587027,-21.338484204102045
450,296955.87547058275,-26.074954837908287
550,246440.0622412323,-32.96084117959064
650,234034.21437450068,-42.51184385212259
750,282972.04622102936,-44.80182351796323
850,242268.99783906853,-49.932621871065415
950,229270.30185327763,-52.098766447574135
1050,229524.77422852095,-60.94333123548031
