Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10233692.625275647,-58.08805163766959
150,4111417.377283926,-77.16644155483537
250,2588042.1555924164,-78.10420019104403
350,1929358.1559816163,-79.31403648516202
450,1550998.7121549607,-80.26034193478324
550,1305318.252259254,-81.22655574806132
650,1116627.7062596104,-82.41396232814697
750,989012.934369148,-83.65316560091694
850,880246.1009361481,-84.8528204815497
950,815821.6766393242,-85.83160432660213
1050,748297.4282847287,-86.97410741290946
