Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13866858.373725317,0.8995644730355924
150,11416755.875054298,-28.367309696574445
250,9100351.571037004,-51.641044879134014
350,7064808.551719611,-62.5886576713406
450,5898234.327941939,-72.08839414332719
550,4920426.844169533,-76.5881300751894
650,4213910.044715429,-85.91028274175838
750,3703793.619783468,-91.12570063772252
850,3258439.239457307,-96.63057727241998
950,2980588.0117325694,-100.68818058664553
1050,2689128.2951788027,-104.46449856177138
