Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,16091991.369255614,-29.19600254567179
150,8732716.537956078,-73.11033110062901
250,5549891.458571795,-77.90073356613573
350,4106118.216450243,-83.15569471398209
450,3243973.7097612508,-85.61759815593263
550,2709448.5111479955,-89.68824174181714
650,2278935.1840839153,-92.8575227081574
750,1987203.940747781,-95.48242459136144
850,1751655.2280655056,-99.30309048964166
950,1607180.7970951162,-101.85057597212148
1050,1381382.6048748815,-104.70821943621469
