Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10948816.533318842,-16.959631986905553
150,7541977.079067846,-48.3727293689673
250,5179068.418486918,-52.303188579507236
350,4038291.9878717423,-58.285511024218394
450,3244803.4369608457,-60.93926910390977
550,3168626.0661938805,-70.28529739804375
650,2794682.208113314,-76.54159845780742
750,2501927.5967880324,-80.63618701890213
850,2224165.629682706,-84.1596384099031
950,2061976.172167069,-86.74313927036663
1050,1866906.1306001307,-87.8360719500674
