Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,12718265.573034428,-36.45783925225668
150,6790640.598378146,-47.34346197729164
250,4997710.0430725375,-52.359824778360554
350,4015287.521296457,-59.61960550885896
450,3213938.6164675406,-62.2185724859404
550,2859743.7787752794,-68.81240769417275
650,2732592.370534058,-76.01590077616345
750,2393558.1161383884,-77.93350751577685
850,2127062.4895881847,-80.20895283210993
950,1963318.0700335114,-82.0646807037413
1050,1748961.4555884681,-82.33644647381932
