Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,215643.59246029603,-30.109381695278884
150,164061.9993194574,-25.441897331433687
250,147634.91054791125,-26.67986469753591
350,138531.63508241446,-29.072169034748566
450,131426.45444789575,-31.952665549668907
550,126239.77397834335,-34.874814757483726
650,120503.25634760535,-38.08859510132619
750,116107.64851776815,-41.03629129451684
850,111775.64538949185,-44.34749715206754
950,109107.9014962766,-46.85576891608725
1050,104784.63889008369,-49.56643230309813
