Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10609422.539457424,-57.15986245065628
150,4329509.4824994765,-81.61438385900601
250,2684104.234350449,-82.28539014473986
350,1962502.9195805308,-83.41014675106875
450,1559049.9187926669,-84.94143056672443
550,1301452.0912974502,-86.22880302518342
650,1102185.8918956907,-87.7663193782116
750,964851.9693566716,-89.04652395152665
850,851689.8653310513,-90.61880588715768
950,783365.3797202506,-91.85239312830389
1050,713857.0441648477,-93.21177881284964
