Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6009340.086955338,102.5976076275015
150,220550.78340003782,-6.874184592123042
250,250527.84770301657,-11.867201130612541
350,263751.89729285473,-15.953107590028772
450,271228.16568354977,-15.285321688738167
550,254787.62526378667,-19.601056942552443
650,231950.98553581332,-20.824135303295964
750,222603.02839356058,-28.233208422500244
850,243224.57681289158,-34.4763036571316
950,208265.33532843753,-41.63063294325193
1050,206768.48937748108,-38.71211037426718
