Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3354830.102064939,-31.083175552004562
150,105231.10455887401,51.32374973809527
250,88091.64423360194,6.917810657704727
350,77204.36347943761,-11.95233432744133
450,72167.11454342473,-17.01006130829333
550,68869.9623711125,-21.90070202544221
650,66204.10985438657,-28.16716731406665
750,64058.81352654932,-31.28752634061542
850,61103.09629407698,-34.07778241586985
950,59488.726998493796,-36.041458886554516
1050,54542.411511017635,-38.587859705954365
