Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6878.868032105332,-40.883992313220325
150,2804.3704934504563,-30.755011755121465
250,2454.9141333602333,-25.78481998754736
350,2228.6168776458867,-26.50726150458435
450,2069.301456596006,-26.2126635149718
550,1972.027368922988,-27.21671514103608
650,1885.392142476018,-28.47148078291677
750,1863.6452307584789,-29.362684645978334
850,1725.0188908831626,-30.528629376964336
950,1745.353872432965,-30.9893544149847
1050,1630.3674855400766,-31.909705449308376
