Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,21035401.596487038,-48.59899243757743
150,8967961.296525694,-77.82766196193356
250,5531635.206641428,-79.69919918647031
350,4077432.169329452,-84.7936610274938
450,3228361.525933037,-87.83519023254236
550,2686972.2085539973,-91.0087327112681
650,2263766.680927057,-93.99863396545719
750,1977752.5362154809,-96.11136179463908
850,1748506.1698334867,-99.4868089808592
950,1603908.0283696433,-101.75226575666274
1050,1449558.3659017084,-103.65179931944729
