Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,25966966.269275106,-27.168103275972527
150,20980662.219243027,-69.55103635061948
250,12937886.401186792,-82.09589996404041
350,9588680.224142846,-86.8805740988825
450,7460117.504729868,-92.0112465956258
550,6092824.418027476,-96.81589279482746
650,5036665.6224857075,-102.03190007371467
750,4325014.365789607,-105.4658485340533
850,3817000.9963758243,-110.05688489138305
950,3450430.5534482105,-115.02072587840665
1050,2913825.3530237824,-117.62303954808269
