Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,208229.21992901515,-29.161555792156395
150,142837.3496941738,-27.656705910661614
250,128656.5668967514,-28.62806066816966
350,119729.42528224665,-31.03368368096754
450,114590.42380910741,-33.72012114896855
550,109514.05978668231,-36.58571126307259
650,104106.82650990458,-39.57056958620948
750,99619.53911330765,-42.37959148105095
850,95464.80377670498,-45.46100418286429
950,92278.16603314456,-47.74212930106949
1050,88535.24590776254,-50.13324961635382
