Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,26144.74971488805,-83.58837714365745
150,2608.920459755289,-36.80289658875515
250,1932.0012724461706,-25.00549623579894
350,1899.3603341530122,-32.475875696247684
450,1748.9355866288738,-30.6740048612457
550,1673.4047026154626,-32.68609868060313
650,1571.1843748389401,-34.60346737776466
750,1485.3750194091597,-35.42419697699906
850,1437.2120545283153,-36.25545381036096
950,1411.8498515334516,-37.989724317293614
1050,1366.0058985329063,-38.89615447270828
