Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6820.191597088997,-27.884218162970573
150,1336.698668515923,-23.605588107319168
250,1246.3215657061678,-22.310020072672042
350,1248.3527492984113,-22.782557096100767
450,1092.0064168544852,-22.627094991110567
550,1012.6987377240953,-25.558379755893505
650,1041.560000283439,-25.177190860704414
750,946.2974998973606,-26.210441181879588
850,908.7797501364016,-27.691994228400752
950,890.6547179871687,-28.672521290265028
1050,904.6460209338795,-29.203690963449365
