Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,9053471.553453539,2.0692826290067403
150,6986170.546621621,-36.70556806830644
250,5381994.33071356,-50.123543953020054
350,4300196.377892481,-60.560379622050334
450,3518731.6136603863,-66.82577935065558
550,3425235.385268975,-72.33414488149388
650,2942703.335316692,-77.42782403494886
750,2613519.825903228,-81.5498214781303
850,2295318.811930033,-84.7058125510806
950,2135388.7357529467,-87.41587356578727
1050,1931016.1066752092,-90.35682268095857
