Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,42926540.762581326,-38.22853499355581
150,20608920.439632323,-70.55368978143126
250,12778680.718604697,-82.43615319732017
350,9364465.205324909,-85.55452886878614
450,7342646.538128869,-94.56781767424954
550,6059332.974940168,-100.01204858987045
650,5086461.773848547,-104.09221038992017
750,4411799.574748209,-107.66942386706069
850,3817317.1829547044,-113.0545699644589
950,3460155.0167150795,-115.17122966369294
1050,3093342.6604108023,-119.89035037703785
