Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3608.754812409609,-19.31339772150905
150,2785.3754355389174,-28.618132440658094
250,2449.9237487114556,-28.47361404001872
350,2155.6050560175377,-28.649098489312085
450,2045.1742203700967,-28.99123471821809
550,1935.2304267801546,-29.872343443257638
650,1832.3405602356224,-30.52486218818725
750,1717.995247806495,-31.518262759975556
850,1646.9944902004124,-32.53047234384933
950,1614.764239773426,-32.96494017718116
1050,1547.5200785750178,-33.66490184842323
