Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,211244.11480747993,-31.264084294230564
150,156257.63937060675,-27.41088558512878
250,138766.52394483666,-28.56162644596918
350,129379.02967415024,-30.592307342716033
450,122549.20572719965,-33.15463949039072
550,116730.88565918159,-35.68395160886894
650,110760.20913728718,-38.407443826173534
750,105917.93186187623,-40.91883090995373
850,101414.8189157213,-43.70119675372421
950,98646.91001747061,-45.648913071023195
1050,95920.69363042233,-48.40193552071129
