Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4605941.69470575,9.894037955983759
150,4429748.776395375,-22.977744072399894
250,3867624.7094443394,-33.298374986823205
350,3373725.8321726765,-43.672969550250876
450,3042701.5497512883,-53.93079693107013
550,2660783.7145173284,-60.1487956436092
650,2392490.8910587896,-68.05361603828435
750,2464665.360075901,-71.88657332556379
850,2206926.4363554986,-76.64936213855499
950,2070961.4981819338,-81.13450638875854
1050,1895058.54997058,-84.72049305604449
