Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,215126.80720871993,-29.992236242617224
150,154249.3666525486,-24.269834269961173
250,139512.07208764006,-24.814729933390872
350,132204.5112669485,-26.634430142290856
450,126680.32902773733,-28.868779067659602
550,121771.70971942686,-31.186663098923823
650,116887.9783645753,-33.82973180309787
750,112535.84013749352,-36.12488218336134
850,108221.34258614556,-38.77658887107579
950,105546.45357964555,-40.68107528743358
1050,102148.89009177883,-42.93983764870022
