Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,9302789.532389918,-28.797195236356394
150,5258665.982352233,-53.846932025450194
250,4183263.2032085243,-58.21576657906007
350,3861310.799924788,-68.20298566918295
450,3236001.051115404,-74.78220732581275
550,2721555.142363513,-79.1917354897212
650,2422864.093686921,-87.11969366719427
750,2440375.3463346385,-91.12335628123712
850,2147454.8425544095,-96.78117610505993
950,1956402.8385180568,-98.79065720772321
1050,1558574.3220195125,-98.61900965576503
