Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14185819.861374514,-17.705115383554272
150,8973089.113088489,-54.93899377907202
250,6037219.097455546,-61.134648799148046
350,5340690.496257605,-72.90568139059675
450,4070891.9774485007,-75.65920717201035
550,3444778.8740710015,-79.08882036411165
650,2911168.069615901,-81.64208516531414
750,2538746.3967003296,-82.6078476928994
850,2234978.0032987176,-84.0122944919043
950,2042140.368274372,-84.9545787760028
1050,1851639.1776642085,-86.27575711750201
