Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,75392.70821364108,-88.57573847240488
150,2291.0322921118614,-36.7620605037977
250,1877.276328753964,-27.171239179053412
350,1752.171968631249,-34.42353957290992
450,1609.9975001469188,-32.7763190425493
550,1526.0024660285294,-33.99380856133498
650,1404.549359723266,-33.01183965144093
750,1324.6173213753789,-33.70092421848597
850,1250.9026415634771,-34.223467453823325
950,1215.19105514824,-34.488212088685074
1050,1155.4964724380418,-34.585618097061435
