Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11125334.316817103,-72.42330635885354
150,4115734.8563673873,-77.12467143080065
250,2593972.1394038713,-78.53813974068548
350,1931161.9914059397,-79.62963002138204
450,1549848.9884453595,-80.33760204872921
550,1303999.4343827309,-81.23316220064201
650,1114953.401142258,-82.4121573105704
750,986346.2190737504,-83.5836885272545
850,879036.3874666201,-84.88490704507521
950,814945.0772087789,-85.78221190003511
1050,747342.0386937176,-86.95518117273261
