Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,20097507.928809334,-57.852966481707654
150,6748048.606580282,-72.22861151747945
250,4174483.0660829265,-77.38762669273422
350,3192371.9754425213,-82.5903197271722
450,2605769.3424423463,-87.73833985852016
550,2175120.18930753,-91.43299613507357
650,1853293.176665493,-95.93713587662941
750,1614078.7407673898,-98.70368593054214
850,1423863.4256999057,-101.88151656039223
950,1305597.5285345004,-104.94893524040145
1050,1181296.0270278552,-107.81099141479149
