Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,9673555.633438582,-1.7921385198948896
150,7996440.382527307,-30.94410879559153
250,7263276.072757699,-41.72446903032921
350,6142718.870144792,-52.755635437405694
450,5284388.559341584,-62.08710332962355
550,4603721.702677289,-70.47664714437151
650,3986637.5902465265,-79.60902819847132
750,3511528.053656045,-84.32464740674875
850,3108073.957545525,-89.54746907307688
950,2837377.582581074,-93.32819602250063
1050,2492729.5493415515,-95.16766077148256
