Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3684491.400886959,82.2420377952222
150,446925.2784589198,25.74953088783591
250,280702.55556966184,-24.666698288811787
350,303860.53234387864,-24.10890226259474
450,298136.0062785874,-24.378362213135407
550,217033.36560591604,-34.4729901925925
650,268665.256194629,-45.953256807510996
750,217040.22810740102,-44.895257395828025
850,214464.0121391013,-51.07554135507653
950,218577.91046525328,-57.77222960066557
1050,211012.5195431591,-66.20696718647731
