Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2903257.471436322,-148.9963542688182
150,95837.13073697352,24.27168047992946
250,94770.29674557771,3.4083300325542494
350,79442.10273215326,-13.41703086737297
450,70559.37425134597,-15.684286827973176
550,69086.32784832933,-18.680441917292995
650,65722.68282935086,-21.970409136932677
750,63234.079923367965,-25.268889980552494
850,62081.4009861535,-27.962951475365205
950,59048.48019086952,-30.14050808030674
1050,58579.70152086626,-31.333625568880407
