Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14064139.239255413,-26.60009743835813
150,8059155.453740579,-61.708888984879756
250,5331928.546582489,-65.99351295689705
350,4033304.8717087437,-72.1582825984663
450,3218464.0140538,-74.82154767269017
550,2700376.629987175,-78.32805269628669
650,2287194.6478488166,-81.04960097278652
750,2014708.6938729186,-83.97557419866773
850,1790892.7697652956,-87.57551917794866
950,1649590.9177600665,-89.58458537547244
1050,1501314.582502557,-91.94813407277638
