Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,112793.20550330778,-139.29290378974304
150,5250.0985429303855,-95.93551459428002
250,1345.0325473420812,-7.252999009168369
350,1303.0432958201402,-2.2442153691035154
450,1306.0122073291109,-3.329780558458497
550,1259.4910812929597,-6.4880578588422715
650,1312.7594054002404,-7.5742575149161615
750,1265.3150443395386,-6.755677372458842
850,1279.3663249615831,-8.995265720744376
950,1263.453706441176,-8.901153333718307
1050,1257.9441571938798,-11.008218470191325
