Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,20274150.135035176,-41.75363360280867
150,8829816.52481057,-67.20398003994592
250,5428420.065244844,-71.0095472457725
350,4116320.964306349,-75.39144526095141
450,3971968.174169882,-82.48871708133223
550,3391669.329838558,-86.85083912178244
650,2957592.5828352654,-90.81112019246567
750,2106603.6457773815,-90.7697254938117
850,2133926.169011183,-95.41625955182862
950,1997430.446409826,-98.86594320234626
1050,1525190.3344049514,-100.44405570908076
