Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,215880.14007383044,-29.966774592136897
150,149019.32960976227,-27.612884281366536
250,132383.02646664943,-28.649337291451634
350,123149.61741466874,-31.040628303408887
450,115874.23882514169,-33.68480869918907
550,110396.56308974553,-36.409307221642855
650,106438.99815321011,-39.54275869584944
750,101926.21675662765,-42.38393887753072
850,97401.69689350399,-45.43361332213617
950,94170.4727921234,-47.63226957635339
1050,91611.07481542353,-50.37434124368913
