Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13150985.542651169,-51.05651350493814
150,7009643.609339241,-55.091546556165824
250,5202560.185489701,-63.53002141762823
350,4077660.490709402,-70.99308393134379
450,3304882.067731969,-76.26718310932952
550,2779045.660054684,-80.75024485997845
650,2359227.951031054,-84.99382157189329
750,2054313.3045465276,-87.77466119259451
850,1858842.7742374241,-93.62258726234114
950,1719692.9708776851,-97.07633592158881
1050,1913964.7657649869,-98.56130565100915
