Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,239165.480169725,-23.87324756203391
150,188423.72440997322,-24.00209784342745
250,168791.17536477192,-26.765927818565945
350,155996.70475821348,-29.896450050670275
450,146211.38639240243,-32.85266236155472
550,138568.6195490125,-35.759316380017495
650,132434.6212806456,-38.838585895304554
750,127312.49077206562,-41.62864942394779
850,122043.67265023063,-44.628755945543666
950,118567.41045009761,-46.751431733374396
1050,114649.1120850522,-50.18885937174068
