Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,18261581.094125677,-31.320162402103563
150,13507511.039978173,-46.337870436572835
250,9218452.285523469,-51.62238766904459
350,7867109.308129664,-61.80565070754959
450,6654046.263257627,-70.43544725776577
550,5711359.238225338,-76.94184558076462
650,4910298.464317881,-82.41322242412164
750,4275225.509425717,-84.84343285783659
850,3730914.7143399958,-87.49462181197384
950,3437866.424930276,-89.59836419368523
1050,3112227.9111492736,-92.61555788302307
