Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13421684.796103261,-11.74167771077207
150,7784312.005451655,-57.03695338454985
250,5240864.579783405,-65.66335432052742
350,3886113.599310373,-71.23052403651162
450,3123020.951913479,-75.35224932596142
550,2711748.3104316527,-80.13478711022547
650,2320850.7509883065,-83.3882368616991
750,1997799.2431466875,-85.0867998592327
850,1741936.677589356,-87.00530420497303
950,1619847.0119171795,-88.99177299757154
1050,1474745.7857953117,-90.77004491961654
