Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,19654720.45239266,-74.4009526209281
150,7235880.572888892,-74.18604910284822
250,4664882.88255507,-81.03739971659972
350,3445597.7162592253,-85.74546484712768
450,2723505.2338492917,-89.18394026793135
550,2277501.9175836053,-92.73832014884931
650,1925657.65104485,-96.07891255905434
750,1690168.4834854659,-99.08735770026036
850,1489302.1429244312,-102.07047144568352
950,1365799.960520855,-104.28065567615312
1050,1240250.9741201424,-106.87843356387256
