Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,119714.03673606242,103.18733167871436
150,2161.241242065722,-10.307073992378276
250,1764.7608508375295,-0.020507074175642865
350,1747.9078927203814,-4.172910124228819
450,1685.025973983972,-7.428971821908691
550,1690.9601014429054,-6.864856760092773
650,1739.5117731141772,-9.435276105665618
750,1703.3277627533173,-11.573137859736141
850,1693.6215249935908,-11.72439381078627
950,1680.2114104239215,-13.19234651566886
1050,1664.7405870711298,-15.030636736650317
