Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,17880018.39376737,-49.53350248291196
150,7513861.533773314,-77.28856449625425
250,4684149.379170352,-81.89322291740272
350,3442220.7248062957,-85.88383359991916
450,2710633.832600757,-88.95363985333998
550,2256013.900125978,-91.99520824041002
650,1903719.130833385,-94.98120726027335
750,1676923.453288333,-98.39738210854294
850,1470600.2633041195,-101.07430052434977
950,1355407.620760524,-103.60619047377847
1050,1235031.2909767835,-106.55703308807689
