Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4067840.8776513613,11.873076729825405
150,3994389.917521903,-20.772949985970843
250,3646449.1528091393,-31.385150557810057
350,3247459.743902695,-41.70419814207233
450,2904211.467935268,-50.90062994454965
550,2604259.1811754075,-58.33139797147779
650,2328492.6782166893,-65.4999596331906
750,2112470.272675753,-71.12448283465889
850,2169156.325200158,-74.94350531599407
950,2048162.241018672,-79.56181201453842
1050,1892638.4048228394,-84.29267951628262
