Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4128.329107444465,75.70077432030762
150,1735.1034541269948,-33.77090491437954
250,1491.7894241342094,-30.04401989832788
350,1363.4265797253593,-30.317535423226165
450,1296.0333719427765,-32.35462566669526
550,1243.4084576934542,-32.20415978504363
650,1154.7174757807886,-33.23625743819814
750,1101.2303778393618,-34.24004761855743
850,1051.86599330131,-35.52589781307442
950,1055.3445679091612,-36.40169017448419
1050,999.2025217817006,-37.414012986395655
