Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4875713.348014784,-59.560425678366066
150,1271767.3702867827,-34.246374889759046
250,778930.4435843022,-20.58933066418272
350,606745.7721913571,-46.91279972300098
450,255301.9895650255,-8.059341983430407
550,235028.81603678825,-9.766806300135055
650,210672.92965602968,-12.254918191022163
750,371799.74208133796,-54.8015023837103
850,334336.43537621235,-57.41785908475318
950,331036.9187889997,-56.68926342663154
1050,322521.94181171875,-56.28489100559566
