Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2281.847961898807,-37.49025635475418
150,1639.3704734481146,-32.71398477577552
250,1455.8798365378298,-32.67400433951431
350,1280.9001374779828,-32.74705938518557
450,1192.3030345000666,-32.84222413889865
550,1114.8140920012002,-34.06973879573407
650,1062.9343574548443,-34.306989339949574
750,1021.3369155520204,-35.18916359779498
850,966.9959599379808,-36.2675855307719
950,954.7485131988557,-37.07168644240398
1050,918.020307805815,-37.72375834565854
