Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,111576.65191933837,-63.191293053373634
150,6573.825825228596,-69.52121811072962
250,1740.378567188143,-6.7236774395307854
350,1728.786479206964,-3.3697252265915827
450,1702.6195889807361,-7.41960232419391
550,1755.410278454729,-8.422864911347887
650,1687.5515422393835,-8.654268473993522
750,1701.8043127016801,-10.75258259297927
850,1689.3551966153855,-11.886387417280424
950,1678.564767714957,-12.812817887494777
1050,1675.9841081345214,-13.873279347571904
