Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,1068221.8144978113,-63.673639406568405
150,194344.75084465605,8.860086403251298
250,98406.15491022178,-16.462464920219062
350,72805.93166642272,-19.89457220273946
450,70696.48492164443,-14.465886152289139
550,67329.090342385,-16.873071316649447
650,63864.40477562923,-20.451006329827845
750,61623.44928478378,-22.388210491469373
850,58647.23160358286,-24.05388089211746
950,56809.57844512598,-23.901357107243033
1050,55097.13405467953,-26.035280357042073
