Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13592.193847015767,50.826986469442346
150,2381.871859674604,-34.31280582019696
250,2018.1173709648328,-29.054069568525378
350,1826.592645296933,-27.680218354958466
450,1706.3730950621473,-30.26312953846093
550,1644.666949501939,-31.65345554971124
650,1561.4649832054217,-33.56541756618726
750,1515.0197860804558,-35.20225427630298
850,1439.1091878453365,-36.64093604570044
950,1400.6390076470707,-37.53888081786608
1050,1359.047659823992,-39.22582276692148
