Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14841126.854853904,-81.51351131106071
150,5011524.411586463,-83.24373274122355
250,3069614.0097039444,-83.67121783036788
350,2232133.9378496176,-85.20569725953953
450,1761788.885367824,-86.71684518872739
550,1470356.2727420097,-88.22800520204807
650,1243914.7492743502,-90.28725483405627
750,1087364.8236245932,-91.7678123269964
850,964291.7960341615,-93.9797689745627
950,887848.4619602623,-95.57334561090072
1050,806846.5057876431,-97.07584563622657
