Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,210127.17445915932,-27.77394393709402
150,156031.4909377248,-27.783166817255058
250,138060.19083160095,-29.640155500998706
350,128047.05919916672,-32.36474029822224
450,120570.87311022612,-35.41288860441588
550,114385.92698309402,-38.516201283066046
650,108113.26922333245,-41.75538725885588
750,103085.17509958408,-44.80202474243697
850,98595.34298025839,-48.095933677645355
950,95743.73646117876,-50.49344442960424
1050,93664.98664014804,-53.52784716970288
