Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[3376.41369039],[-10.51684483]
150,[539.27883542],[-80.58504357]
250,[283.36879692],[141.85066802]
350,[185.66985813],[89.10613474]
450,[201.9410386],[98.43078828]
550,[229.98224933],[134.45676586]
650,[228.31148711],[126.90185642]
750,[344.07139215],[119.33195704]
850,[61.22376724],[138.42794665]
950,[230.69256501],[172.28939494]
1050,[112.64420555],[-174.43132055]
