Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[15659456.8566033],[13.37547006]
150,[9298757.07328016],[-52.29517869]
250,[7787336.70405702],[-71.1058016]
350,[4246586.62619487],[-74.08964729]
450,[3540126.54813339],[-75.81603294]
550,[3165186.11455291],[-80.4570332]
650,[2910691.26281558],[-81.04537939]
750,[2579388.28442893],[-82.44231694]
850,[2313888.18955178],[-85.7840859]
950,[2090852.41759791],[-87.51157882]
1050,[1901666.3271109],[-87.62186162]
