Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[9747514.16166027],[39.15596721]
150,[12088552.33069208],[-27.91553536]
250,[10684826.20318357],[-48.58374649]
350,[8910876.64602944],[-58.07001518]
450,[7415056.51772182],[-62.3642638]
550,[6677058.23819445],[-62.9466991]
650,[5897659.61534328],[-69.1551137]
750,[5369653.2163183],[-71.09870698]
850,[5018269.85592043],[-73.61734769]
950,[4848345.23044854],[-76.92125724]
1050,[4627685.53452467],[-79.19806008]
